Position,Track Name,Artist,Streams,date,region,spotify_id
59,BEBE,6ix9ine,2979952,2018-09-07--2018-09-14,us,7ATATJztoWLcqDAcVVof0C
60,Leave Me Alone,Flipp Dinero,2958341,2018-09-07--2018-09-14,us,14mHfNsSHN0FbLftyjrV9g
61,Normal,Eminem,2938584,2018-09-07--2018-09-14,us,0evt4UZbdhnHtcAnxkm6A1
62,Everybody Dies In Their Nightmares,XXXTENTACION,2918685,2018-09-07--2018-09-14,us,3GVkPk8mqxz0itaAriG1L7
63,Feels Like Summer,Childish Gambino,2854253,2018-09-07--2018-09-14,us,7p4vHnYXkxlzvfePJVpcTr
64,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,2841490,2018-09-07--2018-09-14,us,7IBSffWIu7P2MC7kMwy2FM
65,What's the Use?,Mac Miller,2836032,2018-09-07--2018-09-14,us,2dgrYdgguVZKeCsrVb9XEs
66,Jackie Chan,Tiësto,2831946,2018-09-07--2018-09-14,us,4kWO6O1BUXcZmaxitpVUwp
67,Love Lies (with Normani),Khalid,2795423,2018-09-07--2018-09-14,us,45Egmo7icyopuzJN0oMEdk
68,Venom - Music From The Motion Picture,Eminem,2718591,2018-09-07--2018-09-14,us,2SL6oP2YAEQbqsrkOzRGO4
69,Weekend (feat. Miguel),Mac Miller,2711372,2018-09-07--2018-09-14,us,6GnhWMhgJb7uyiiPEiEkDA
70,Stepping Stone,Eminem,2689069,2018-09-07--2018-09-14,us,60Z57Wdrn0pEVpHI7d7GAX
71,SWISH,Tyga,2677496,2018-09-07--2018-09-14,us,55GiOwtxNajXVbpjjIzMnD
72,Ric Flair Drip (& Metro Boomin),Offset,2665482,2018-09-07--2018-09-14,us,7sO5G9EABYOXQKNPNiE9NR
73,Donald Trump,Mac Miller,2652091,2018-09-07--2018-09-14,us,1yYzuNd0KRyHVJ3NH8apBt
74,Happy Now,Zedd,2646287,2018-09-07--2018-09-14,us,4keoy2fqgwGnbWlm3ZVZFa
75,Te Boté - Remix,Nio Garcia,2635561,2018-09-07--2018-09-14,us,3V8UKqhEK5zBkBb6d6ub8i
76,Hope,XXXTENTACION,2585653,2018-09-07--2018-09-14,us,2ZRo7axmMPeSVUvDbGkJah
77,lovely (with Khalid),Billie Eilish,2570047,2018-09-07--2018-09-14,us,0u2P5u6lvoDfwTYjAADbn4
78,High Hopes,Panic! At The Disco,2566597,2018-09-07--2018-09-14,us,1rqqCSm0Qe4I9rUvWncaom
79,Trip,Ella Mai,2530047,2018-09-07--2018-09-14,us,7noud145AHZGg74vpWOsCa
80,I'm Upset,Drake,2509907,2018-09-07--2018-09-14,us,3qN5qMTKyEEmiTZD38BNTT
81,XO Tour Llif3,Lil Uzi Vert,2505267,2018-09-07--2018-09-14,us,7GX5flRQZVHRAGd6B4TmDO
82,2009,Mac Miller,2469901,2018-09-07--2018-09-14,us,6dFn6my1sHK2bcf23GlHwM
83,Good Guy (feat. Jessie Reyez),Eminem,2452386,2018-09-07--2018-09-14,us,4g32MdRoqwGKQd3NXIRhpU
84,Plug Walk,Rich The Kid,2442282,2018-09-07--2018-09-14,us,1ZAyjvIk9YiD76yYy0TEG6
85,Mob Ties,Drake,2428169,2018-09-07--2018-09-14,us,7rC5Pl8rQSX4myONQHYPBK
86,Magic In The Hamptons (feat. Lil Yachty),Social House,2391901,2018-09-07--2018-09-14,us,2Yer0p7uB2lVBUAtANuuQp
87,the remedy for a broken heart (why am I so in love),XXXTENTACION,2391064,2018-09-07--2018-09-14,us,4UKCKdYiLN6IMA5ZESUTL7
88,Look At Me!,XXXTENTACION,2387367,2018-09-07--2018-09-14,us,6eYxmK9fdL4hwLnXG2zY3s
89,Lust,Lil Skies,2355078,2018-09-07--2018-09-14,us,7oJrVhiTPZGBXWPwhxjy9S
90,Ball For Me (feat. Nicki Minaj),Post Malone,2310443,2018-09-07--2018-09-14,us,6IaieqiCVvsNvEt6Y7yOFa
91,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,2294773,2018-09-07--2018-09-14,us,3DGar7krWlmrXRFHBcQF6z
92,OTW,Khalid,2281735,2018-09-07--2018-09-14,us,6Hgh47WXVKtXN5zGOu0hjI
93,The Flute Song,Russ,2258554,2018-09-07--2018-09-14,us,6pGuOWYOFDcSgmVvFWRWSv
94,Legends,Juice WRLD,2246462,2018-09-07--2018-09-14,us,1Knctxx9vGZxpZfF66BIEa
95,Nephew (feat. Lil Pump),Smokepurpp,2243643,2018-09-07--2018-09-14,us,0ibOcbkp2XG46Do8jcy0bL
96,BUTTERFLY EFFECT,Travis Scott,2230642,2018-09-07--2018-09-14,us,6xcJyGpfZbuuiequtnlKt4
97,In My Mind,Dynoro,2227425,2018-09-07--2018-09-14,us,0E9ZjEAyAwOXZ7wJC0PD33
98,Wings,Mac Miller,2223660,2018-09-07--2018-09-14,us,16umSNZfofRpDqTvf8DIAo
99,Boo'd Up,Ella Mai,2221039,2018-09-07--2018-09-14,us,0At2qAoaVjIwWNAqrscXli
100,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,2204641,2018-09-07--2018-09-14,us,0kCBorRrKZkSztd9m0QI3r
101,Missin You Crazy,Russ,2187165,2018-09-07--2018-09-14,us,4ve2uzqdwnHr20G5YgMMqr
102,I Like Me Better,Lauv,2172130,2018-09-07--2018-09-14,us,2P91MQbaiQOfbiz9VqhqKQ
103,Vaina Loca,Ozuna,2164081,2018-09-07--2018-09-14,us,48zFZh27QU5qsrBjn4C2FA
104,Rise,Jonas Blue,2153586,2018-09-07--2018-09-14,us,3u1S1OmAUhx5DRlLrXqyp3
105,Candy Paint,Post Malone,2124642,2018-09-07--2018-09-14,us,32lItqlMi4LBhb4k0BaSaC
106,Nice Guy (with Jessie Reyez),Eminem,2120453,2018-09-07--2018-09-14,us,09FfQO3PqHO4HIJL511Ksi
107,Mine,Bazzi,2115354,2018-09-07--2018-09-14,us,7uzmGiiJyRfuViKKK3lVmR
108,Paul - Skit,Paul Rosenberg,2115239,2018-09-07--2018-09-14,us,0Uv5Kp8sEnriJjkX4oLfNI
109,JAPAN,Famous Dex,2095205,2018-09-07--2018-09-14,us,5PTG6rrL6EPFD9E2QMI2pl
110,I'm a Mess,Bebe Rexha,2082768,2018-09-07--2018-09-14,us,04ZTP5KsCypmtCmQg5tH9R
111,RAP DEVIL,Machine Gun Kelly,2056389,2018-09-07--2018-09-14,us,63TyoT9Ee03rQxv8xmdJ2l
112,REEL IT IN,Aminé,2048894,2018-09-07--2018-09-14,us,5qHirGR7M9tdm6C17DlzSY
113,Shake It Up,Trippie Redd,2034212,2018-09-07--2018-09-14,us,6yz0Jndhv0QjKdpcEMbOjz
114,Congratulations,Post Malone,2033680,2018-09-07--2018-09-14,us,3a1lNhkSLSkpJE4MSHpDu9
115,Walk It Talk It,Migos,2018185,2018-09-07--2018-09-14,us,6n4U3TlzUGhdSFbUUhTvLP
116,All Mine,Kanye West,2017449,2018-09-07--2018-09-14,us,3qnoOm4fwZPBS116f5hpgF
117,REMEDY,Alesso,2014820,2018-09-07--2018-09-14,us,6jreFSOTUAViWjKyzOC4Kg
118,HUMBLE.,Kendrick Lamar,2010732,2018-09-07--2018-09-14,us,7KXjTSCq5nL1LoYtL7XAwS
119,Everybody Dies,Logic,1996110,2018-09-07--2018-09-14,us,5SLhbyOJgcKGTDNWaQN91M
120,CAN'T SAY,Travis Scott,1995724,2018-09-07--2018-09-14,us,27a1mYSG5tYg7dmEjWBcmL
121,8 Letters,Why Don't We,1988364,2018-09-07--2018-09-14,us,4zRZAmBQP8vhNPf9i9opXt
122,Ned Flanders (feat. A$AP Ferg),MadeinTYO,1982946,2018-09-07--2018-09-14,us,6f5i916F3jU6BhOOD7iGqf
123,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,1967057,2018-09-07--2018-09-14,us,4e4fqjx0Izh4svvTef1z7e
124,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,1966055,2018-09-07--2018-09-14,us,4hQ6UGyWQIGJmHSo0J88JW
125,No Rest,Lil Skies,1953374,2018-09-07--2018-09-14,us,0chpIFSjgfd1CPrAxM7PWp
126,Tie Me Down (with Elley Duhé),Gryffin,1952594,2018-09-07--2018-09-14,us,4QVS8YCpK71R4FsxSMCjhP
127,Nowadays (feat. Landon Cube),Lil Skies,1952373,2018-09-07--2018-09-14,us,2u7mxWSeoqTXndK5e08jMp
128,goosebumps,Travis Scott,1947006,2018-09-07--2018-09-14,us,6gBFPUFcJLzWGx4lenP6h2
129,Champion (feat. Travis Scott),NAV,1943991,2018-09-07--2018-09-14,us,6nO3tr47nr2P7f3hXb8JIo
130,WAKE UP,Travis Scott,1943866,2018-09-07--2018-09-14,us,20MuVazoNMv6xjKPnRFOxG
131,Bounce Out With That,YBN Nahmir,1939198,2018-09-07--2018-09-14,us,5gQcxYXqnofyocKgEbGYKt
132,Call Out My Name,The Weeknd,1927321,2018-09-07--2018-09-14,us,1gm616Plq4ScqNi7TVkZ5N
133,Roll In Peace (feat. XXXTENTACION),Kodak Black,1927103,2018-09-07--2018-09-14,us,40oKW22ZNNkEdZLJTScaQI
134,sweetener,Ariana Grande,1918238,2018-09-07--2018-09-14,us,70khXICDeTTxgYtw3EysKH
135,Don’t Matter To Me (with Michael Jackson),Drake,1904354,2018-09-07--2018-09-14,us,6G8kHiVZ1jW7vHMPVRNZU0
136,Life Goes On,Lil Baby,1899815,2018-09-07--2018-09-14,us,2bSk87AVkCIIC3Bcligq1z
137,Narcos,Migos,1882380,2018-09-07--2018-09-14,us,0wbnC9AUenxp613TYaJsGK
138,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,1881440,2018-09-07--2018-09-14,us,1BuZAIO8WZpavWVbbq3Lci
139,Shoota (feat. Lil Uzi Vert),Playboi Carti,1878981,2018-09-07--2018-09-14,us,2BJSMvOGABRxokHKB0OI8i
140,Red Roses (feat. Landon Cube),Lil Skies,1852172,2018-09-07--2018-09-14,us,3ZhTT6yjZwpPph5MIJ53XY
141,PICK IT UP (feat. A$AP Rocky),Famous Dex,1825016,2018-09-07--2018-09-14,us,0dSIrRkA4PadGll16TgbnV
142,Barbie Dreams,Nicki Minaj,1824664,2018-09-07--2018-09-14,us,6Poyf51k7W3NKnsGwAI90B
143,This Is America,Childish Gambino,1786630,2018-09-07--2018-09-14,us,0b9oOr2ZgvyQu88wzixux9
144,Em Calls Paul - Skit,Eminem,1778590,2018-09-07--2018-09-14,us,6B3zy3LOKHndqsviCr2z15
145,One Kiss (with Dua Lipa),Calvin Harris,1777429,2018-09-07--2018-09-14,us,7ef4DlsgrMEH11cDZd32M6
146,Thunder,Imagine Dragons,1773093,2018-09-07--2018-09-14,us,1zB4vmk8tFRmM9UULNzbLB
147,The Middle,Zedd,1759879,2018-09-07--2018-09-14,us,09IStsImFySgyp0pIQdqAc
148,Simple,Florida Georgia Line,1755314,2018-09-07--2018-09-14,us,1co0puPTYvqAdUEjFOjne9
149,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,1747305,2018-09-07--2018-09-14,us,51rXHuKN8Loc4sUlKPODgH
150,Young Dumb & Broke,Khalid,1736612,2018-09-07--2018-09-14,us,5Z3GHaZ6ec9bsiI5BenrbY
151,Location,Khalid,1724213,2018-09-07--2018-09-14,us,152lZdxL1OR0ZMW6KquMif
152,Tequila,Dan + Shay,1716943,2018-09-07--2018-09-14,us,42fw0rxRO2xbesF6mJfd4Y
153,CAROUSEL,Travis Scott,1712712,2018-09-07--2018-09-14,us,7KZ5MMVgBVox9ycroB2UrI
154,Betrayed,Lil Xan,1707156,2018-09-07--2018-09-14,us,4vaxvNDaLSoD36iZX515ug
155,You Make It Easy,Jason Aldean,1704636,2018-09-07--2018-09-14,us,6EGAfJaLUFzhS4zRBIEQ2J
156,Believer,Imagine Dragons,1700592,2018-09-07--2018-09-14,us,0pqnGHJpmpxLKifKRmU6WP
157,Havana (feat. Young Thug),Camila Cabello,1687576,2018-09-07--2018-09-14,us,1rfofaqEpACxVEHIZBJe6W
158,All The Stars (with SZA),Kendrick Lamar,1684238,2018-09-07--2018-09-14,us,3GCdLUSnKSMJhs4Tj6CV3s
159,Perfecto,Mac Miller,1672304,2018-09-07--2018-09-14,us,0Xcy81PsJCOO6mhLZaQyQ4
160,Black & White,Juice WRLD,1664934,2018-09-07--2018-09-14,us,1R0Ig5KYrSGWvIoPzY4T3l
161,Stir Fry,Migos,1660839,2018-09-07--2018-09-14,us,2UVbBKQOdFAekPTRsnkzcf
162,1-800-273-8255,Logic,1656690,2018-09-07--2018-09-14,us,5tz69p7tJuGPeMGwNTxYuV
163,She Got the Best of Me,Luke Combs,1655693,2018-09-07--2018-09-14,us,698eQRku24PIYPQPHItKlA
164,idontwannabeyouanymore,Billie Eilish,1654033,2018-09-07--2018-09-14,us,41zXlQxzTi6cGAjpOXyLYH
165,NUMB,XXXTENTACION,1650602,2018-09-07--2018-09-14,us,01TnVDiet1DFTsyWKUKovl
166,Bank Account,21 Savage,1649659,2018-09-07--2018-09-14,us,2fQrGHiQOvpL9UgPvtYy6G
167,Stay,Post Malone,1647054,2018-09-07--2018-09-14,us,4H7WNRErSbONkM06blBoGc
168,So It Goes,Mac Miller,1644147,2018-09-07--2018-09-14,us,0EA2RhRHL4KWeNa7JfD1Yw
169,Ring (feat. Kehlani),Cardi B,1638595,2018-09-07--2018-09-14,us,5DfWF0jqMgZDCiu9zJENTA
170,Small Worlds,Mac Miller,1636873,2018-09-07--2018-09-14,us,4gT3mNJA8lnlkYFqGZ8IA2
171,Heaven,Kane Brown,1634479,2018-09-07--2018-09-14,us,1HXy5I3HTWq8OvxCn0z7G7
172,Playinwitme (feat. Kehlani),KYLE,1629534,2018-09-07--2018-09-14,us,4F1yvJfQ7gJkrcgFJQDjOr
173,Bigger Than You (feat. Drake & Quavo),2 Chainz,1628365,2018-09-07--2018-09-14,us,5S1IUPueD0xE0vj4zU3nSf
174,Speechless,Dan + Shay,1611846,2018-09-07--2018-09-14,us,3GJ4hzg4lrGwU51Y3VARbF
175,Jet Fuel,Mac Miller,1601436,2018-09-07--2018-09-14,us,2JmFRXaJrkAUD2cs6U20KG
176,Creeping (feat. Rich the Kid),Lil Skies,1593116,2018-09-07--2018-09-14,us,7ms3VzLTfr7fXNOqA4Mkx9
177,Africa,TOTO,1590660,2018-09-07--2018-09-14,us,2374M0fQpWi3dLnB54qaLX
178,NO BYSTANDERS,Travis Scott,1590263,2018-09-07--2018-09-14,us,6OaVWaGfhXn70ZJfdVcabn
179,Best Part (feat. Daniel Caesar),H.E.R.,1583186,2018-09-07--2018-09-14,us,4OBZT9EnhYIV17t4pGw7ig
180,TATI,6ix9ine,1582668,2018-09-07--2018-09-14,us,6kp0inxIexxSiDJfWqq0ZL
181,everytime,Ariana Grande,1579270,2018-09-07--2018-09-14,us,0WdR2AyLW1Drd3OUdwezM0
182,Let You Down,NF,1577008,2018-09-07--2018-09-14,us,52okn5MNA47tk87PeZJLEL
183,LOVE. FEAT. ZACARI.,Kendrick Lamar,1568718,2018-09-07--2018-09-14,us,6PGoSes0D9eUDeeAafB2As
184,Solo (feat. Demi Lovato),Clean Bandit,1568020,2018-09-07--2018-09-14,us,6kPJZM97LwdG9QIsT7khp6
185,STOP TRYING TO BE GOD,Travis Scott,1564351,2018-09-07--2018-09-14,us,1xYpVRspgaLxdJLOTQkTjg
186,Dark Knight Dummo,Trippie Redd,1559239,2018-09-07--2018-09-14,us,4apiNNK0jp9uqn3JDG9My1
187,Plain Jane,A$AP Ferg,1554712,2018-09-07--2018-09-14,us,4dVpf9jZjcORqGTLUaeYj9
188,Nina Cried Power (feat. Mavis Staples),Hozier,1553497,2018-09-07--2018-09-14,us,7wR5r0KYGXBpyWXCdyYs3F
189,ocean eyes,Billie Eilish,1543732,2018-09-07--2018-09-14,us,2uIX8YMNjGMD7441kqyyNU
190,Bodak Yellow,Cardi B,1541560,2018-09-07--2018-09-14,us,6KBYefIoo7KydImq1uUQlL
191,Beautiful Crazy,Luke Combs,1537459,2018-09-07--2018-09-14,us,2rxQMGVafnNaRaXlRMWPde
192,APESHIT,The Carters,1528025,2018-09-07--2018-09-14,us,0E6PsO3ymCfUh7pJQjBgkj
193,Ocean (feat. Khalid),Martin Garrix,1526021,2018-09-07--2018-09-14,us,3nc420PXjTdBV5TN0gCFkS
194,KOD,J. Cole,1524382,2018-09-07--2018-09-14,us,7yotKA30dwTKNEGomV9ZsI
195,Freaky Friday (feat. Chris Brown),Lil Dicky,1524277,2018-09-07--2018-09-14,us,10Igtw8bSDyyFs7KIsKngZ
196,R.I.P. SCREW,Travis Scott,1521806,2018-09-07--2018-09-14,us,4SZepBIPDRwPaHIjAKwRDb
197,Rich & Sad,Post Malone,1518345,2018-09-07--2018-09-14,us,2VdT56BGpdqNHUgOe1j5vc
198,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,1516966,2018-09-07--2018-09-14,us,2eAZfqOm4EnOF9VvN50Tyc
199,broken,lovelytheband,1486767,2018-09-07--2018-09-14,us,6XcfKZvJio9Z0fQy11GnNX
200,Eyes On You,Chase Rice,1486662,2018-09-07--2018-09-14,us,5AnSllIrgGsCZzZJkVnApx
1,I Love It (& Lil Pump),Kanye West,12916029,2018-09-14--2018-09-21,us,4S8d14HvHb70ImctNgVzQQ
2,SICKO MODE,Travis Scott,10302112,2018-09-14--2018-09-21,us,2xLMifQCjDGFmkHkpNLD9h
3,Lucky You (feat. Joyner Lucas),Eminem,10007628,2018-09-14--2018-09-21,us,60SdxE8apGAxMiRrpbmLY0
4,Lucid Dreams,Juice WRLD,9128540,2018-09-14--2018-09-21,us,0s3nnoMeVWz3989MkNQiRf
5,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,8790145,2018-09-14--2018-09-21,us,2E124GmJRnBJuXbTb4cPUB
6,Wake Up in the Sky,Gucci Mane,7247234,2018-09-14--2018-09-21,us,0QIjsbm2fh1cJ45XO9eGqq
7,In My Feelings,Drake,7222388,2018-09-14--2018-09-21,us,2G7V7zsVDxg1yRsu7Ew9RJ
8,SAD!,XXXTENTACION,6972525,2018-09-14--2018-09-21,us,3ee8Jmje8o58CHK66QrVC2
9,Nonstop,Drake,6742437,2018-09-14--2018-09-21,us,0TlLq3lA83rQOYtrqBqSct
10,Mo Bamba,Sheck Wes,6559678,2018-09-14--2018-09-21,us,3QybPutx0Tjk472bBKjNWn
11,Moonlight,XXXTENTACION,6364605,2018-09-14--2018-09-21,us,0JP9xo3adEtGSdUEISiszL
12,Happier,Marshmello,6246808,2018-09-14--2018-09-21,us,2dpaYNEQHiRxtZbfNsse99
13,Better,Khalid,6091763,2018-09-14--2018-09-21,us,4T3fNx3CgwDRRYgmFCbD4J
14,Eastside (with Halsey & Khalid),benny blanco,6078892,2018-09-14--2018-09-21,us,0d2iYfpKoM0QCKvcLCkBao
15,Taste (feat. Offset),Tyga,5947662,2018-09-14--2018-09-21,us,5IaHrVsrferBYDm0bDyABy
16,Yes Indeed,Lil Baby,5832220,2018-09-14--2018-09-21,us,6vN77lE9LK6HP2DewaN6HZ
17,Better Now,Post Malone,5791477,2018-09-14--2018-09-21,us,7dt6x5M1jzdTEt8oCbisTK
18,New Patek,Lil Uzi Vert,5604612,2018-09-14--2018-09-21,us,0Fpen1PTuEnCmOJtUU9Iud
19,Drip Too Hard,Lil Baby,5248943,2018-09-14--2018-09-21,us,1BxkZE73h9BN3qwuA15TA3
20,I Like It,Cardi B,5054642,2018-09-14--2018-09-21,us,58q2HKrzhC3ozto2nDdN4z
21,The Ringer,Eminem,4972199,2018-09-14--2018-09-21,us,2jt2WxXMCD4zjACthkJQVE
22,STARGAZING,Travis Scott,4841491,2018-09-14--2018-09-21,us,7wBJfHzpfI3032CSD7CE2m
23,Jocelyn Flores,XXXTENTACION,4693159,2018-09-14--2018-09-21,us,7m9OqQk4RVRkw9JJdeAw96
24,Self Care,Mac Miller,4633012,2018-09-14--2018-09-21,us,5bJ1DrEM4hNCafcDd1oxHx
25,Noticed,Lil Mosey,4518217,2018-09-14--2018-09-21,us,7d6XJZjnm7iWcKwYL9z5kC
26,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,4506868,2018-09-14--2018-09-21,us,0ZNrc4kNeQYD9koZ3KvCsy
27,breathin,Ariana Grande,4492809,2018-09-14--2018-09-21,us,4OafepJy2teCjYJbvFE60J
28,Natural,Imagine Dragons,4446543,2018-09-14--2018-09-21,us,4zIO3ilp5HvTeK3HJHxhMP
29,SLOW DANCING IN THE DARK,Joji,4434820,2018-09-14--2018-09-21,us,0UyljEbX9dqI1K0sqdv6B6
30,Lean Wit Me,Juice WRLD,4390988,2018-09-14--2018-09-21,us,29tc0GbW0pTSBZSCZF3NWk
