,Position,Track Name,Artist,Streams,date,region,spotify_id
704,15.0,Say You Won't Let Go,James Arthur,4385605.0,2017-01-27--2017-02-03,us,5uCax9HTNlzGybIStD3vDh
705,16.0,Castle on the Hill,Ed Sheeran,4118704.0,2017-01-27--2017-02-03,us,6PCUP3dWmTjcTtXY02oFdT
706,17.0,X (feat. Future),21 Savage,3832062.0,2017-01-27--2017-02-03,us,6fwdbPMwP1zVStm8FybmkO
707,18.0,All Time Low,Jon Bellion,3823678.0,2017-01-27--2017-02-03,us,1CnPYaKxTVb4LWOtiGOm0m
708,19.0,Broccoli (feat. Lil Yachty),DRAM,3823533.0,2017-01-27--2017-02-03,us,7yyRTcZmCiyzzJlNzGC9Ol
709,20.0,Don't Wanna Know,Maroon 5,3602035.0,2017-01-27--2017-02-03,us,5MFzQMkrl1FOOng9tq6R9r
710,21.0,Kelly Price (feat. Travis Scott),Migos,3461175.0,2017-01-27--2017-02-03,us,204U3zjm9kkzX25Pr4Rdld
711,22.0,"How Far I'll Go - From ""Moana""",Alessia Cara,3435877.0,2017-01-27--2017-02-03,us,5hYTyyh2odQKphUbMqc5gN
712,23.0,No Heart,21 Savage,3426445.0,2017-01-27--2017-02-03,us,4gmmRb6bZJffOOiww1JGTO
713,24.0,Call On Me - Ryan Riback Extended Remix,Starley,3390422.0,2017-01-27--2017-02-03,us,78rIJddV4X0HkNAInEcYde
714,25.0,Issues,Julia Michaels,3361061.0,2017-01-27--2017-02-03,us,1sXUWdKx03aP9Gmzft58rt
715,26.0,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,3354072.0,2017-01-27--2017-02-03,us,0fg8CqpjdojMyXLNzM2PaJ
716,27.0,Deja Vu,J. Cole,3343236.0,2017-01-27--2017-02-03,us,6I6NX6tjGsxFAsIfGzY9lJ
717,28.0,Scared to Be Lonely,Martin Garrix,3339752.0,2017-01-27--2017-02-03,us,3ebXMykcMXOcLeJ9xZ17XH
718,29.0,Call Casting,Migos,3290144.0,2017-01-27--2017-02-03,us,0jOfl1nZf6sVBTG08Q4brn
719,30.0,Slippery (feat. Gucci Mane),Migos,3278561.0,2017-01-27--2017-02-03,us,6p8NuHm8uCGnn2Dtbtf7zE
720,1.0,Shape of You,Ed Sheeran,10456635.0,2017-02-03--2017-02-10,us,7qiZfU4dY1lWllzX7mPBI3
721,2.0,Bad and Boujee (feat. Lil Uzi Vert),Migos,10243411.0,2017-02-03--2017-02-10,us,4Km5HrUvYTaSUfiSGPJeQR
722,3.0,Bounce Back,Big Sean,8704702.0,2017-02-03--2017-02-10,us,0SGkqnVQo9KPytSri1H6cF
723,4.0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,7677509.0,2017-02-03--2017-02-10,us,3NdDpSvN911VPGivFlV5d0
724,5.0,Paris,The Chainsmokers,6923350.0,2017-02-03--2017-02-10,us,72jbDTw1piOOj770jWNeaG
725,6.0,Fake Love,Drake,6758416.0,2017-02-03--2017-02-10,us,343YBumqHu19cGoGARUTsd
726,7.0,iSpy (feat. Lil Yachty),KYLE,6002025.0,2017-02-03--2017-02-10,us,2EEeOnHehOozLq4aS0n6SL
727,8.0,No Favors,Big Sean,5932968.0,2017-02-03--2017-02-10,us,1MksGqIztTT6M9R1ErKVs8
728,9.0,T-Shirt,Migos,5919933.0,2017-02-03--2017-02-10,us,7KOlJ92bu51cltsD9KU5I7
729,10.0,Moves,Big Sean,5491621.0,2017-02-03--2017-02-10,us,0Fv5N0cHBsl4bzCbollCAS
730,11.0,Starboy,The Weeknd,5353347.0,2017-02-03--2017-02-10,us,5aAx2yezTd8zXrkmtKl66Z
731,12.0,Caroline,Aminé,4797882.0,2017-02-03--2017-02-10,us,5GFDrUTLGJix84sNhjCG0g
732,13.0,I Feel It Coming,The Weeknd,4778112.0,2017-02-03--2017-02-10,us,5GXAXm5YOmYT0kL5jHvYBt
733,14.0,Bad Things (with Camila Cabello),Machine Gun Kelly,4767506.0,2017-02-03--2017-02-10,us,1PSBzsahR2AKwLJgx8ehBj
734,15.0,Closer,The Chainsmokers,4619391.0,2017-02-03--2017-02-10,us,7BKLCZ1jbUBVqRi2FVlTVw
735,16.0,Say You Won't Let Go,James Arthur,4432962.0,2017-02-03--2017-02-10,us,5uCax9HTNlzGybIStD3vDh
736,17.0,Issues,Julia Michaels,4300861.0,2017-02-03--2017-02-10,us,1sXUWdKx03aP9Gmzft58rt
737,18.0,Black Beatles,Rae Sremmurd,4204072.0,2017-02-03--2017-02-10,us,6fujklziTHa8uoM5OQSfIo
738,19.0,X (feat. Future),21 Savage,3854719.0,2017-02-03--2017-02-10,us,6fwdbPMwP1zVStm8FybmkO
739,20.0,Scared to Be Lonely,Martin Garrix,3832447.0,2017-02-03--2017-02-10,us,3ebXMykcMXOcLeJ9xZ17XH
740,21.0,All Time Low,Jon Bellion,3769398.0,2017-02-03--2017-02-10,us,1CnPYaKxTVb4LWOtiGOm0m
741,22.0,Congratulations,Post Malone,3744680.0,2017-02-03--2017-02-10,us,3a1lNhkSLSkpJE4MSHpDu9
742,23.0,Castle on the Hill,Ed Sheeran,3728837.0,2017-02-03--2017-02-10,us,6PCUP3dWmTjcTtXY02oFdT
743,24.0,Broccoli (feat. Lil Yachty),DRAM,3668298.0,2017-02-03--2017-02-10,us,7yyRTcZmCiyzzJlNzGC9Ol
744,25.0,Halfway Off The Balcony,Big Sean,3604941.0,2017-02-03--2017-02-10,us,4atJ40xfasjdM9ZF3p07BV
745,26.0,Call On Me - Ryan Riback Extended Remix,Starley,3485164.0,2017-02-03--2017-02-10,us,78rIJddV4X0HkNAInEcYde
746,27.0,Sacrifices,Big Sean,3458572.0,2017-02-03--2017-02-10,us,1r0faljjM2b876iNoaDUh5
747,28.0,Jump Out The Window,Big Sean,3434228.0,2017-02-03--2017-02-10,us,1jQsKN68yE94tMYml0wHMd
748,29.0,Don't Wanna Know,Maroon 5,3403751.0,2017-02-03--2017-02-10,us,5MFzQMkrl1FOOng9tq6R9r
749,30.0,"How Far I'll Go - From ""Moana""",Alessia Cara,3308159.0,2017-02-03--2017-02-10,us,5hYTyyh2odQKphUbMqc5gN
750,1.0,Shape of You,Ed Sheeran,10934411.0,2017-02-10--2017-02-17,us,7qiZfU4dY1lWllzX7mPBI3
751,2.0,Bad and Boujee (feat. Lil Uzi Vert),Migos,9278288.0,2017-02-10--2017-02-17,us,4Km5HrUvYTaSUfiSGPJeQR
752,3.0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,8201971.0,2017-02-10--2017-02-17,us,3NdDpSvN911VPGivFlV5d0
753,4.0,Bounce Back,Big Sean,7486747.0,2017-02-10--2017-02-17,us,0SGkqnVQo9KPytSri1H6cF
754,5.0,iSpy (feat. Lil Yachty),KYLE,6662491.0,2017-02-10--2017-02-17,us,2EEeOnHehOozLq4aS0n6SL
755,6.0,Paris,The Chainsmokers,6457503.0,2017-02-10--2017-02-17,us,72jbDTw1piOOj770jWNeaG
756,7.0,Fake Love,Drake,6282816.0,2017-02-10--2017-02-17,us,343YBumqHu19cGoGARUTsd
757,8.0,T-Shirt,Migos,5556143.0,2017-02-10--2017-02-17,us,7KOlJ92bu51cltsD9KU5I7
758,9.0,Starboy,The Weeknd,5284459.0,2017-02-10--2017-02-17,us,5aAx2yezTd8zXrkmtKl66Z
759,10.0,Chained To The Rhythm,Katy Perry,5258434.0,2017-02-10--2017-02-17,us,6520aj0B4FSKGVuKNsOCOi
760,11.0,Congratulations,Post Malone,4996631.0,2017-02-10--2017-02-17,us,3a1lNhkSLSkpJE4MSHpDu9
761,12.0,I Feel It Coming,The Weeknd,4892436.0,2017-02-10--2017-02-17,us,5GXAXm5YOmYT0kL5jHvYBt
762,13.0,Issues,Julia Michaels,4827320.0,2017-02-10--2017-02-17,us,1sXUWdKx03aP9Gmzft58rt
763,14.0,Closer,The Chainsmokers,4590896.0,2017-02-10--2017-02-17,us,7BKLCZ1jbUBVqRi2FVlTVw
764,15.0,Caroline,Aminé,4544236.0,2017-02-10--2017-02-17,us,5GFDrUTLGJix84sNhjCG0g
765,16.0,Bad Things (with Camila Cabello),Machine Gun Kelly,4499103.0,2017-02-10--2017-02-17,us,1PSBzsahR2AKwLJgx8ehBj
766,17.0,Moves,Big Sean,4375421.0,2017-02-10--2017-02-17,us,0Fv5N0cHBsl4bzCbollCAS
767,18.0,Say You Won't Let Go,James Arthur,4373745.0,2017-02-10--2017-02-17,us,5uCax9HTNlzGybIStD3vDh
768,19.0,That's What I Like,Bruno Mars,4092534.0,2017-02-10--2017-02-17,us,0KKkJNfGyhkQ5aFogxQAPU
769,20.0,No Favors,Big Sean,3971456.0,2017-02-10--2017-02-17,us,1MksGqIztTT6M9R1ErKVs8
770,21.0,Black Beatles,Rae Sremmurd,3881885.0,2017-02-10--2017-02-17,us,6fujklziTHa8uoM5OQSfIo
771,22.0,Scared to Be Lonely,Martin Garrix,3858393.0,2017-02-10--2017-02-17,us,3ebXMykcMXOcLeJ9xZ17XH
772,23.0,Broccoli (feat. Lil Yachty),DRAM,3702665.0,2017-02-10--2017-02-17,us,7yyRTcZmCiyzzJlNzGC9Ol
773,24.0,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,3673724.0,2017-02-10--2017-02-17,us,0v9Wz8o0BT8DU38R4ddjeH
774,25.0,All Time Low,Jon Bellion,3654209.0,2017-02-10--2017-02-17,us,1CnPYaKxTVb4LWOtiGOm0m
775,26.0,Body Like A Back Road,Sam Hunt,3629463.0,2017-02-10--2017-02-17,us,7mldq42yDuxiUNn08nvzHO
776,27.0,X (feat. Future),21 Savage,3583756.0,2017-02-10--2017-02-17,us,6fwdbPMwP1zVStm8FybmkO
777,28.0,Castle on the Hill,Ed Sheeran,3431947.0,2017-02-10--2017-02-17,us,6PCUP3dWmTjcTtXY02oFdT
778,29.0,Swang,Rae Sremmurd,3284991.0,2017-02-10--2017-02-17,us,6mapJIPnQ23RTAevUoE0DL
779,30.0,Party Monster,The Weeknd,3283429.0,2017-02-10--2017-02-17,us,4F7A0DXBrmUAkp32uenhZt
780,1.0,Shape of You,Ed Sheeran,11094172.0,2017-02-17--2017-02-24,us,7qiZfU4dY1lWllzX7mPBI3
781,2.0,Bad and Boujee (feat. Lil Uzi Vert),Migos,8604828.0,2017-02-17--2017-02-24,us,4Km5HrUvYTaSUfiSGPJeQR
782,3.0,It Ain't Me (with Selena Gomez),Kygo,7597692.0,2017-02-17--2017-02-24,us,3eR23VReFzcdmS7TYCrhCe
783,4.0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,7547964.0,2017-02-17--2017-02-24,us,3NdDpSvN911VPGivFlV5d0
784,5.0,iSpy (feat. Lil Yachty),KYLE,7386389.0,2017-02-17--2017-02-24,us,2EEeOnHehOozLq4aS0n6SL
785,6.0,Bounce Back,Big Sean,7092037.0,2017-02-17--2017-02-24,us,0SGkqnVQo9KPytSri1H6cF
786,7.0,Paris,The Chainsmokers,6360991.0,2017-02-17--2017-02-24,us,72jbDTw1piOOj770jWNeaG
787,8.0,That's What I Like,Bruno Mars,5912584.0,2017-02-17--2017-02-24,us,0KKkJNfGyhkQ5aFogxQAPU
788,9.0,Fake Love,Drake,5884045.0,2017-02-17--2017-02-24,us,343YBumqHu19cGoGARUTsd
789,10.0,Congratulations,Post Malone,5720476.0,2017-02-17--2017-02-24,us,3a1lNhkSLSkpJE4MSHpDu9
790,11.0,Issues,Julia Michaels,5537099.0,2017-02-17--2017-02-24,us,1sXUWdKx03aP9Gmzft58rt
791,12.0,T-Shirt,Migos,5421841.0,2017-02-17--2017-02-24,us,7KOlJ92bu51cltsD9KU5I7
792,13.0,I Feel It Coming,The Weeknd,4931074.0,2017-02-17--2017-02-24,us,5GXAXm5YOmYT0kL5jHvYBt
793,14.0,Starboy,The Weeknd,4878798.0,2017-02-17--2017-02-24,us,5aAx2yezTd8zXrkmtKl66Z
794,15.0,Chained To The Rhythm,Katy Perry,4662844.0,2017-02-17--2017-02-24,us,6520aj0B4FSKGVuKNsOCOi
795,16.0,Caroline,Aminé,4355085.0,2017-02-17--2017-02-24,us,5GFDrUTLGJix84sNhjCG0g
796,17.0,Bad Things (with Camila Cabello),Machine Gun Kelly,4273283.0,2017-02-17--2017-02-24,us,1PSBzsahR2AKwLJgx8ehBj
797,18.0,Closer,The Chainsmokers,4261602.0,2017-02-17--2017-02-24,us,7BKLCZ1jbUBVqRi2FVlTVw
798,19.0,Mask Off,Future,4229274.0,2017-02-17--2017-02-24,us,3rOSwuTsUlJp0Pu0MkN8r8
799,20.0,Say You Won't Let Go,James Arthur,4203188.0,2017-02-17--2017-02-24,us,5uCax9HTNlzGybIStD3vDh
800,21.0,Body Like A Back Road,Sam Hunt,4147028.0,2017-02-17--2017-02-24,us,7mldq42yDuxiUNn08nvzHO
801,22.0,Scared to Be Lonely,Martin Garrix,4006745.0,2017-02-17--2017-02-24,us,3ebXMykcMXOcLeJ9xZ17XH
802,23.0,Swang,Rae Sremmurd,3952186.0,2017-02-17--2017-02-24,us,6mapJIPnQ23RTAevUoE0DL
803,24.0,Rent Money,Future,3928422.0,2017-02-17--2017-02-24,us,4Zxdw0Hno7YDu0IzvY76Qo
804,25.0,Tunnel Vision,Kodak Black,3894760.0,2017-02-17--2017-02-24,us,4Q3N4Ct4zCuIHuZ65E3BD4
805,26.0,Moves,Big Sean,3819562.0,2017-02-17--2017-02-24,us,0Fv5N0cHBsl4bzCbollCAS
806,27.0,Black Beatles,Rae Sremmurd,3738155.0,2017-02-17--2017-02-24,us,6fujklziTHa8uoM5OQSfIo
807,28.0,All Time Low,Jon Bellion,3712623.0,2017-02-17--2017-02-24,us,1CnPYaKxTVb4LWOtiGOm0m
808,29.0,Believer,Imagine Dragons,3671082.0,2017-02-17--2017-02-24,us,0CcQNd8CINkwQfe1RDtGV6
809,30.0,Draco,Future,3662735.0,2017-02-17--2017-02-24,us,67dyMPOUsbZ9Yg06PnfAAh
810,1.0,Shape of You,Ed Sheeran,10777772.0,2017-02-24--2017-03-03,us,7qiZfU4dY1lWllzX7mPBI3
811,2.0,Something Just Like This,The Chainsmokers,8825664.0,2017-02-24--2017-03-03,us,6RUKPb4LETWmmr3iAEQktW
812,3.0,iSpy (feat. Lil Yachty),KYLE,8391524.0,2017-02-24--2017-03-03,us,2EEeOnHehOozLq4aS0n6SL
813,4.0,Bad and Boujee (feat. Lil Uzi Vert),Migos,8026650.0,2017-02-24--2017-03-03,us,4Km5HrUvYTaSUfiSGPJeQR
814,5.0,It Ain't Me (with Selena Gomez),Kygo,7532158.0,2017-02-24--2017-03-03,us,3eR23VReFzcdmS7TYCrhCe
815,6.0,Bounce Back,Big Sean,6923692.0,2017-02-24--2017-03-03,us,0SGkqnVQo9KPytSri1H6cF
816,7.0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,6727206.0,2017-02-24--2017-03-03,us,3NdDpSvN911VPGivFlV5d0
817,8.0,That's What I Like,Bruno Mars,6710236.0,2017-02-24--2017-03-03,us,0KKkJNfGyhkQ5aFogxQAPU
818,9.0,Slide (feat. Frank Ocean & Migos),Calvin Harris,6335750.0,2017-02-24--2017-03-03,us,7tr2za8SQg2CI8EDgrdtNl
819,10.0,Congratulations,Post Malone,6292317.0,2017-02-24--2017-03-03,us,3a1lNhkSLSkpJE4MSHpDu9
820,11.0,Tunnel Vision,Kodak Black,6234631.0,2017-02-24--2017-03-03,us,4Q3N4Ct4zCuIHuZ65E3BD4
821,12.0,Paris,The Chainsmokers,6209037.0,2017-02-24--2017-03-03,us,72jbDTw1piOOj770jWNeaG
822,13.0,Issues,Julia Michaels,5992382.0,2017-02-24--2017-03-03,us,1sXUWdKx03aP9Gmzft58rt
823,14.0,Stay (with Alessia Cara),Zedd,5548227.0,2017-02-24--2017-03-03,us,0dA2Mk56wEzDgegdC6R17g
824,15.0,Fake Love,Drake,5501421.0,2017-02-24--2017-03-03,us,343YBumqHu19cGoGARUTsd
825,16.0,T-Shirt,Migos,5319840.0,2017-02-24--2017-03-03,us,7KOlJ92bu51cltsD9KU5I7
826,17.0,Mask Off,Future,5242701.0,2017-02-24--2017-03-03,us,3rOSwuTsUlJp0Pu0MkN8r8
827,18.0,I Feel It Coming,The Weeknd,4688841.0,2017-02-24--2017-03-03,us,5GXAXm5YOmYT0kL5jHvYBt
828,19.0,Body Like A Back Road,Sam Hunt,4519864.0,2017-02-24--2017-03-03,us,7mldq42yDuxiUNn08nvzHO
829,20.0,Starboy,The Weeknd,4496558.0,2017-02-24--2017-03-03,us,5aAx2yezTd8zXrkmtKl66Z
830,21.0,Chained To The Rhythm,Katy Perry,4385327.0,2017-02-24--2017-03-03,us,6520aj0B4FSKGVuKNsOCOi
831,22.0,Comin Out Strong (feat. The Weeknd),Future,4245313.0,2017-02-24--2017-03-03,us,3mRcWCyteY2133a7xVMrYw
832,23.0,Swang,Rae Sremmurd,4240576.0,2017-02-24--2017-03-03,us,6mapJIPnQ23RTAevUoE0DL
833,24.0,Say You Won't Let Go,James Arthur,4195577.0,2017-02-24--2017-03-03,us,5uCax9HTNlzGybIStD3vDh
834,25.0,Cold,Maroon 5,4088089.0,2017-02-24--2017-03-03,us,5NNlUMcOEOdoOIwwaWXv0k
835,26.0,Closer,The Chainsmokers,4084978.0,2017-02-24--2017-03-03,us,7BKLCZ1jbUBVqRi2FVlTVw
836,27.0,Believer,Imagine Dragons,4025930.0,2017-02-24--2017-03-03,us,0CcQNd8CINkwQfe1RDtGV6
837,28.0,Bad Things (with Camila Cabello),Machine Gun Kelly,3996197.0,2017-02-24--2017-03-03,us,1PSBzsahR2AKwLJgx8ehBj
838,29.0,Scared to Be Lonely,Martin Garrix,3991647.0,2017-02-24--2017-03-03,us,3ebXMykcMXOcLeJ9xZ17XH
839,30.0,Selfish (feat. Rihanna),Future,3919408.0,2017-02-24--2017-03-03,us,2Ce5IyMlVRVvN997ZJjJJA
840,1.0,Shape of You,Ed Sheeran,14514004.0,2017-03-03--2017-03-10,us,7qiZfU4dY1lWllzX7mPBI3
841,2.0,iSpy (feat. Lil Yachty),KYLE,8766667.0,2017-03-03--2017-03-10,us,2EEeOnHehOozLq4aS0n6SL
842,3.0,That's What I Like,Bruno Mars,8295295.0,2017-03-03--2017-03-10,us,0KKkJNfGyhkQ5aFogxQAPU
843,4.0,Bad and Boujee (feat. Lil Uzi Vert),Migos,7536649.0,2017-03-03--2017-03-10,us,4Km5HrUvYTaSUfiSGPJeQR
844,5.0,Mask Off,Future,7276281.0,2017-03-03--2017-03-10,us,3rOSwuTsUlJp0Pu0MkN8r8
845,6.0,Something Just Like This,The Chainsmokers,7199494.0,2017-03-03--2017-03-10,us,6RUKPb4LETWmmr3iAEQktW
846,7.0,Galway Girl,Ed Sheeran,7180819.0,2017-03-03--2017-03-10,us,0afhq8XCExXpqazXczTSve
847,8.0,It Ain't Me (with Selena Gomez),Kygo,7063835.0,2017-03-03--2017-03-10,us,3eR23VReFzcdmS7TYCrhCe
848,9.0,Tunnel Vision,Kodak Black,6994936.0,2017-03-03--2017-03-10,us,4Q3N4Ct4zCuIHuZ65E3BD4
849,10.0,Castle on the Hill,Ed Sheeran,6692699.0,2017-03-03--2017-03-10,us,6PCUP3dWmTjcTtXY02oFdT
850,11.0,Bounce Back,Big Sean,6655865.0,2017-03-03--2017-03-10,us,0SGkqnVQo9KPytSri1H6cF
851,12.0,Congratulations,Post Malone,6555279.0,2017-03-03--2017-03-10,us,3a1lNhkSLSkpJE4MSHpDu9
852,13.0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,6202596.0,2017-03-03--2017-03-10,us,3NdDpSvN911VPGivFlV5d0
853,14.0,Issues,Julia Michaels,6080178.0,2017-03-03--2017-03-10,us,1sXUWdKx03aP9Gmzft58rt
854,15.0,Perfect,Ed Sheeran,6036976.0,2017-03-03--2017-03-10,us,0tgVpDi06FyKpA1z0VMD4v
855,16.0,Paris,The Chainsmokers,5907607.0,2017-03-03--2017-03-10,us,72jbDTw1piOOj770jWNeaG
856,17.0,Dive,Ed Sheeran,5859292.0,2017-03-03--2017-03-10,us,51ChrwmUPDJvedPQnIU8Ls
857,18.0,Stay (with Alessia Cara),Zedd,5853518.0,2017-03-03--2017-03-10,us,0dA2Mk56wEzDgegdC6R17g
858,19.0,Happier,Ed Sheeran,5699079.0,2017-03-03--2017-03-10,us,2RttW7RAu5nOAfq6YFvApB
859,20.0,Green Light,Lorde,5614362.0,2017-03-03--2017-03-10,us,0gbBzIqrECJOEPvQJIBFs5
860,21.0,Slide (feat. Frank Ocean & Migos),Calvin Harris,5511187.0,2017-03-03--2017-03-10,us,7tr2za8SQg2CI8EDgrdtNl
861,22.0,New Man,Ed Sheeran,5359985.0,2017-03-03--2017-03-10,us,5HDPtsnyb3maFmPL8LLUTG
862,23.0,T-Shirt,Migos,5333609.0,2017-03-03--2017-03-10,us,7KOlJ92bu51cltsD9KU5I7
863,24.0,What Do I Know?,Ed Sheeran,5172564.0,2017-03-03--2017-03-10,us,2pJZ1v8HezrAoZ0Fhzby92
864,25.0,Fake Love,Drake,5161133.0,2017-03-03--2017-03-10,us,343YBumqHu19cGoGARUTsd
865,26.0,Body Like A Back Road,Sam Hunt,4433530.0,2017-03-03--2017-03-10,us,7mldq42yDuxiUNn08nvzHO
866,27.0,I Feel It Coming,The Weeknd,4422305.0,2017-03-03--2017-03-10,us,5GXAXm5YOmYT0kL5jHvYBt
867,28.0,Hearts Don't Break Around Here,Ed Sheeran,4369394.0,2017-03-03--2017-03-10,us,2dfHh7ECGxfNqZTQno09Vk
868,29.0,Eraser,Ed Sheeran,4349734.0,2017-03-03--2017-03-10,us,7oolFzHipTMg2nL7shhdz2
869,30.0,Swang,Rae Sremmurd,4335464.0,2017-03-03--2017-03-10,us,6mapJIPnQ23RTAevUoE0DL
870,1.0,Shape of You,Ed Sheeran,12232129.0,2017-03-10--2017-03-17,us,7qiZfU4dY1lWllzX7mPBI3
871,2.0,Mask Off,Future,9698196.0,2017-03-10--2017-03-17,us,3rOSwuTsUlJp0Pu0MkN8r8
872,3.0,iSpy (feat. Lil Yachty),KYLE,8585912.0,2017-03-10--2017-03-17,us,2EEeOnHehOozLq4aS0n6SL
873,4.0,That's What I Like,Bruno Mars,8324022.0,2017-03-10--2017-03-17,us,0KKkJNfGyhkQ5aFogxQAPU
874,5.0,Tunnel Vision,Kodak Black,7362300.0,2017-03-10--2017-03-17,us,4Q3N4Ct4zCuIHuZ65E3BD4
875,6.0,Bad and Boujee (feat. Lil Uzi Vert),Migos,6841754.0,2017-03-10--2017-03-17,us,4Km5HrUvYTaSUfiSGPJeQR
876,7.0,It Ain't Me (with Selena Gomez),Kygo,6744950.0,2017-03-10--2017-03-17,us,3eR23VReFzcdmS7TYCrhCe
877,8.0,Congratulations,Post Malone,6577117.0,2017-03-10--2017-03-17,us,3a1lNhkSLSkpJE4MSHpDu9
878,9.0,Something Just Like This,The Chainsmokers,6411200.0,2017-03-10--2017-03-17,us,6RUKPb4LETWmmr3iAEQktW
879,10.0,Galway Girl,Ed Sheeran,6367733.0,2017-03-10--2017-03-17,us,0afhq8XCExXpqazXczTSve
880,11.0,Bounce Back,Big Sean,6357427.0,2017-03-10--2017-03-17,us,0SGkqnVQo9KPytSri1H6cF
881,12.0,Stay (with Alessia Cara),Zedd,6176022.0,2017-03-10--2017-03-17,us,0dA2Mk56wEzDgegdC6R17g
882,13.0,Issues,Julia Michaels,6022699.0,2017-03-10--2017-03-17,us,1sXUWdKx03aP9Gmzft58rt
883,14.0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,5702082.0,2017-03-10--2017-03-17,us,3NdDpSvN911VPGivFlV5d0
884,15.0,Paris,The Chainsmokers,5661012.0,2017-03-10--2017-03-17,us,72jbDTw1piOOj770jWNeaG
885,16.0,T-Shirt,Migos,5578087.0,2017-03-10--2017-03-17,us,7KOlJ92bu51cltsD9KU5I7
886,17.0,Slide (feat. Frank Ocean & Migos),Calvin Harris,5250358.0,2017-03-10--2017-03-17,us,7tr2za8SQg2CI8EDgrdtNl
887,18.0,Location,Khalid,5120353.0,2017-03-10--2017-03-17,us,152lZdxL1OR0ZMW6KquMif
888,19.0,Castle on the Hill,Ed Sheeran,5009966.0,2017-03-10--2017-03-17,us,6PCUP3dWmTjcTtXY02oFdT
889,20.0,Fake Love,Drake,4780111.0,2017-03-10--2017-03-17,us,343YBumqHu19cGoGARUTsd
890,21.0,I Feel It Coming,The Weeknd,4637202.0,2017-03-10--2017-03-17,us,5GXAXm5YOmYT0kL5jHvYBt
891,22.0,No Frauds,Nicki Minaj,4597495.0,2017-03-10--2017-03-17,us,7KcGEssn7BnJdTgildK5y0
892,23.0,Swang,Rae Sremmurd,4479905.0,2017-03-10--2017-03-17,us,6mapJIPnQ23RTAevUoE0DL
893,24.0,Selfish (feat. Rihanna),Future,4400873.0,2017-03-10--2017-03-17,us,2Ce5IyMlVRVvN997ZJjJJA
894,25.0,Green Light,Lorde,4359699.0,2017-03-10--2017-03-17,us,0gbBzIqrECJOEPvQJIBFs5
895,26.0,Body Like A Back Road,Sam Hunt,4274372.0,2017-03-10--2017-03-17,us,7mldq42yDuxiUNn08nvzHO
896,27.0,Perfect,Ed Sheeran,4199965.0,2017-03-10--2017-03-17,us,0tgVpDi06FyKpA1z0VMD4v
897,28.0,Say You Won't Let Go,James Arthur,4108522.0,2017-03-10--2017-03-17,us,5uCax9HTNlzGybIStD3vDh
898,29.0,Believer,Imagine Dragons,4103223.0,2017-03-10--2017-03-17,us,0CcQNd8CINkwQfe1RDtGV6
899,30.0,Cold,Maroon 5,4080254.0,2017-03-10--2017-03-17,us,5NNlUMcOEOdoOIwwaWXv0k
900,1.0,Passionfruit,Drake,13517518.0,2017-03-17--2017-03-24,us,7hDc8b7IXETo14hHIHdnhd
901,2.0,Portland,Drake,11062342.0,2017-03-17--2017-03-24,us,2bjwRfXMk4uRgOD9IBYl9h
902,3.0,Shape of You,Ed Sheeran,10771287.0,2017-03-17--2017-03-24,us,7qiZfU4dY1lWllzX7mPBI3
903,4.0,Free Smoke,Drake,9733725.0,2017-03-17--2017-03-24,us,05KOgYg8PGeJyyWBPi5ja8
904,5.0,Mask Off,Future,9556060.0,2017-03-17--2017-03-24,us,3rOSwuTsUlJp0Pu0MkN8r8
905,6.0,Gyalchester,Drake,8818901.0,2017-03-17--2017-03-24,us,6UjfByV1lDLW0SOVQA4NAi
906,7.0,iSpy (feat. Lil Yachty),KYLE,8191971.0,2017-03-17--2017-03-24,us,2EEeOnHehOozLq4aS0n6SL
907,8.0,Blem,Drake,8010079.0,2017-03-17--2017-03-24,us,2XlHu0HcujBCkWMdIAvrqt
908,9.0,That's What I Like,Bruno Mars,7986827.0,2017-03-17--2017-03-24,us,0KKkJNfGyhkQ5aFogxQAPU
909,10.0,No Long Talk,Drake,7960234.0,2017-03-17--2017-03-24,us,6CfrYuD3YRDYdYvH9jNtXY
910,11.0,Fake Love,Drake,7941935.0,2017-03-17--2017-03-24,us,343YBumqHu19cGoGARUTsd
911,12.0,Sacrifices,Drake,7794507.0,2017-03-17--2017-03-24,us,0xl1w2q4VLojeXp4JfazPL
912,13.0,Get It Together,Drake,7628241.0,2017-03-17--2017-03-24,us,7y6c07pgjZvtHI9kuMVqk1
